split,utterance,canonical_phones,mfa_phones,matched_phones
train,096300005,13,14,12
train,096300006,20,20,18
train,096300007,17,16,15
train,096300008,16,16,14
train,096300009,14,14,14
train,096300010,18,18,18
train,096300011,11,11,10
train,096300012,26,25,25
train,096300013,25,24,24
train,096300014,17,17,16
train,096300015,17,16,15
train,096300016,31,30,29
train,096300017,14,14,13
train,096300018,12,12,11
train,096300019,15,15,15
train,096300020,13,14,12
train,096340004,20,20,18
train,096340005,20,19,18
train,096340006,15,15,14
train,096340007,13,13,12
train,096340008,19,20,18
train,096340009,13,12,11
train,096340010,11,11,10
train,096340011,18,17,14
train,096340012,26,27,24
train,096340013,12,11,10
train,096340014,20,19,18
train,096340015,16,16,16
train,096340016,20,20,18
train,096340017,23,26,19
train,096340018,24,24,23
train,096340019,27,26,24
train,096340020,22,22,20
train,096340021,18,18,14
train,096340022,21,20,19
train,096340023,21,21,20
train,096390001,14,14,14
train,096390002,20,20,20
train,096390003,14,14,13
train,096390004,17,17,14
train,096390005,18,18,18
train,096390006,15,15,15
train,096390007,14,14,14
train,096390008,23,23,22
train,096390009,13,13,13
train,096390010,23,23,21
train,096390011,12,12,12
train,096390012,23,23,22
train,096390013,26,25,25
train,096390014,16,16,16
train,096390015,17,17,17
train,096390016,26,26,26
train,096390017,14,14,13
train,096390018,24,24,21
train,096390019,15,15,15
train,096390020,30,29,26
train,096430002,21,20,16
train,096430003,21,21,18
train,096430004,19,20,19
train,096430005,28,28,28
train,096430006,29,28,27
train,096430007,20,20,18
train,096430008,19,19,18
train,096430009,20,20,18
train,096430010,19,19,19
train,096430011,25,25,22
train,096430012,17,16,15
train,096430013,22,22,21
train,096430014,16,16,15
train,096430015,21,22,20
train,096430016,22,21,18
train,096430017,27,29,27
train,096430018,22,22,20
train,096430019,21,21,20
train,096430020,29,30,29
train,096430021,13,14,13
train,096450001,16,17,14
train,096450002,19,19,18
train,096450003,28,28,27
train,096450004,14,14,14
train,096450005,20,21,18
train,096450006,22,22,22
train,096450007,26,26,24
train,096450008,11,12,11
train,096450010,31,31,29
train,096450011,38,38,35
train,096450012,25,24,22
train,096450013,28,28,27
train,096450014,28,28,24
train,096450015,17,17,15
train,096450016,23,23,23
train,096450017,18,21,17
train,096450018,18,18,18
train,096450019,19,19,18
train,096450020,30,31,27
train,096450021,19,19,18
train,096460002,30,31,30
train,096460003,31,31,31
train,096460004,21,20,19
train,096460005,18,21,17
train,096460006,29,29,26
train,096460007,27,27,26
train,096460008,18,18,16
train,096460009,16,16,14
train,096460010,19,20,19
train,096460011,22,22,21
train,096460012,29,30,28
train,096460013,21,21,20
train,096460014,15,15,13
train,096460015,19,18,18
train,096460016,20,20,20
train,096460017,20,20,19
train,096460018,16,16,16
train,096460019,15,15,13
train,096460020,17,17,17
train,096460021,22,23,22
train,096490001,21,23,20
train,096490002,26,25,23
train,096490003,23,23,22
train,096490004,25,22,21
train,096490005,29,28,26
train,096490006,17,16,14
train,096490007,24,24,23
train,096490008,29,29,28
train,096490009,23,22,20
train,096490010,15,15,15
train,096490011,29,28,24
train,096490012,18,18,16
train,096490013,19,19,19
train,096490014,12,12,12
train,096490015,20,21,19
train,096490016,19,18,17
train,096490017,18,18,16
train,096490018,13,13,13
train,096490019,16,17,16
train,096490020,16,17,15
test,000030012,21,21,19
test,000030024,11,11,10
test,000030040,11,11,11
test,000030047,12,13,12
test,000030049,10,10,10
test,000030051,14,15,12
test,000030054,11,11,11
test,000030059,15,15,13
test,000030069,15,15,14
test,000030080,15,15,14
test,000030097,13,13,11
test,000030101,14,14,14
test,000030116,22,22,22
test,000030119,22,22,22
test,000030145,15,17,15
test,000030153,9,9,9
test,000030154,12,12,12
test,000030175,4,4,4
test,000240010,13,13,13
test,000240031,25,25,25
test,000240060,24,23,22
test,000240071,32,32,31
test,000240073,42,41,39
test,000240099,33,35,31
test,000240115,14,14,13
test,000240116,24,24,21
test,000240151,22,23,20
test,000240152,25,25,24
test,000240248,22,23,22
test,000240284,23,23,22
test,000240287,12,12,12
test,000240289,27,28,27
test,000240320,31,30,30
test,000240323,24,24,23
test,000240324,20,20,20
test,000240329,22,23,21
test,000240350,23,23,23
test,000240352,20,20,19
test,000440005,12,12,11
test,000440021,24,24,23
test,000440032,12,13,12
test,000440035,13,14,13
test,000440043,14,16,12
test,000440045,8,8,7
test,000440049,12,14,12
test,000440062,14,14,14
test,000440082,14,14,13
test,000440089,14,15,14
test,000440090,9,9,7
test,000440099,23,25,21
test,000440126,14,14,12
test,000440132,13,13,12
test,000440145,19,19,19
test,000440147,19,16,14
test,000440163,13,13,13
test,000440173,10,10,10
test,000440175,6,6,6
test,000490002,10,11,10
test,000490017,14,14,14
test,000490032,8,9,8
test,000490047,10,10,10
test,000490052,11,11,11
test,000490086,13,13,13
test,000490087,13,13,11
test,000490088,10,10,8
test,000490092,13,13,9
test,000490097,17,17,17
test,000490101,13,13,11
test,000490102,18,19,14
test,000490117,16,16,14
test,000490134,14,14,14
test,000490144,18,18,15
test,000490151,17,17,16
test,000490157,7,7,7
test,000490162,13,13,12
test,000490164,8,9,7
test,000490175,16,16,15
test,000920002,11,11,11
test,000920009,9,9,8
test,000920010,11,12,11
test,000920025,13,14,13
test,000920040,13,14,13
test,000920051,10,11,9
test,000920055,15,14,10
test,000920074,14,14,14
test,000920094,17,17,16
test,000920099,19,20,18
test,000920104,14,14,13
test,000920122,14,14,12
test,000920126,16,18,14
test,000920129,19,19,19
test,000920134,11,11,11
test,000920136,17,17,14
test,000920149,20,20,19
test,000920167,12,12,12
test,000920173,8,8,8
test,000930005,11,11,11
test,000930014,14,14,13
test,000930018,17,17,16
test,000930026,11,12,11
test,000930035,11,12,11
test,000930040,10,11,10
test,000930048,13,13,13
test,000930050,13,13,13
test,000930051,11,13,9
test,000930056,12,13,12
test,000930089,14,14,14
test,000930091,19,20,15
test,000930095,14,14,13
test,000930099,20,21,19
test,000930101,13,13,10
test,000930111,18,19,17
test,000930148,18,18,18
test,000930151,11,11,10
test,000930155,10,10,10
test,000930162,11,11,9
test,000940012,19,19,19
test,000940015,17,17,16
test,000940027,10,10,10
test,000940032,7,8,7
test,000940042,15,16,14
test,000940049,10,10,10
test,000940067,16,16,14
test,000940068,12,12,12
test,000940073,13,13,11
test,000940074,12,12,12
test,000940086,11,10,10
test,000940093,15,16,12
test,000940102,17,17,17
test,000940103,16,16,15
test,000940122,22,22,20
test,000940133,16,16,15
test,000940147,16,16,16
test,000940150,6,7,6
test,000940173,13,13,12
test,000960002,12,12,12
test,000960008,15,15,14
test,000960019,15,15,14
test,000960040,12,12,12
test,000960043,9,10,9
test,000960046,14,15,14
test,000960048,11,11,11
test,000960049,11,11,11
test,000960050,11,12,11
test,000960052,9,10,9
test,000960054,9,11,9
test,000960066,18,18,18
test,000960071,15,15,14
test,000960073,17,17,16
test,000960084,17,17,15
test,000960090,8,8,4
test,000960093,12,12,12
test,000960136,17,17,15
test,000960167,7,7,7
test,000960168,7,7,7
test,001110009,10,10,9
test,001110023,14,14,14
test,001110039,13,14,13
test,001110040,7,9,7
test,001110047,12,12,12
test,001110056,17,17,17
test,001110060,12,12,12
test,001110067,16,16,16
test,001110072,16,16,15
test,001110076,17,18,16
test,001110094,16,16,16
test,001110099,18,20,16
test,001110114,19,19,17
test,001110129,13,13,13
test,001110135,10,10,10
test,001110137,19,19,17
test,001110141,18,18,17
test,001110151,13,14,11
test,001110173,15,16,15
test,001120010,9,9,8
test,001120024,17,17,16
test,001120031,14,15,14
test,001120038,12,13,12
test,001120063,15,14,13
test,001120078,17,17,15
test,001120090,11,11,9
test,001120097,18,18,18
test,001120098,14,15,13
test,001120101,13,13,11
test,001120105,18,18,16
test,001120119,24,24,24
test,001120130,10,10,9
test,001120136,13,13,11
test,001120141,17,17,13
test,001120148,18,18,18
test,001120156,17,17,16
test,001120159,14,14,14
test,001120162,11,12,10
test,001130002,10,10,9
test,001130019,17,17,17
test,001130021,14,14,14
test,001130023,13,12,10
test,001130024,14,14,12
test,001130039,11,11,11
test,001130047,15,17,15
test,001130054,13,13,11
test,001130073,15,15,15
test,001130074,12,12,10
test,001130082,10,10,10
test,001130087,12,13,11
test,001130102,14,15,14
test,001130118,15,15,15
test,001130123,21,21,19
test,001130138,15,15,12
test,001130155,8,9,7
test,001130168,14,14,14
test,001130173,10,10,9
test,001140045,13,13,12
test,001140046,14,15,14
test,001140049,15,15,14
test,001140054,12,12,12
test,001140056,15,16,14
test,001140059,13,13,12
test,001140064,15,15,13
test,001140068,14,14,13
test,001140099,20,21,18
test,001140100,12,12,11
test,001140104,14,14,12
test,001140108,14,14,14
test,001140120,18,18,17
test,001140130,11,11,11
test,001140133,14,14,12
test,001140140,13,13,12
test,001140146,25,25,24
test,001140159,11,12,11
test,001140163,8,8,8
test,001200015,32,32,31
test,001200016,24,23,21
test,001200050,29,29,26
test,001200081,23,24,21
test,001200098,20,21,18
test,001200103,22,24,21
test,001200114,27,29,24
test,001200121,14,14,14
test,001200126,12,12,11
test,001200145,25,25,22
test,001200146,24,25,24
test,001200159,14,15,14
test,001200161,24,24,23
test,001200162,17,17,17
test,001200168,24,24,24
test,001200209,27,28,24
test,001200210,28,27,24
test,001200306,20,20,17
test,001200338,22,22,21
test,001200350,26,26,23
test,001220013,11,11,11
test,001220015,16,16,15
test,001220021,11,11,11
test,001220031,14,14,14
test,001220034,11,13,11
test,001220037,8,10,7
test,001220038,11,14,11
test,001220051,11,12,11
test,001220068,13,13,13
test,001220093,13,13,13
test,001220101,14,14,14
test,001220104,9,10,8
test,001220127,17,17,17
test,001220129,12,13,12
test,001220137,21,21,17
test,001220138,13,15,11
test,001220159,11,12,9
test,001220163,10,10,10
test,001220166,13,13,13
test,001220168,14,14,14
test,001330002,12,12,12
test,001330027,8,8,8
test,001330033,12,12,12
test,001330057,13,13,11
test,001330067,10,10,9
test,001330068,12,12,11
test,001330075,17,18,16
test,001330097,17,19,17
test,001330099,21,21,21
test,001330112,12,12,11
test,001330115,17,16,13
test,001330118,21,22,19
test,001330126,24,26,23
test,001330128,21,22,20
test,001330129,13,13,13
test,001330143,15,15,13
test,001330146,16,16,15
test,001330155,10,11,8
test,001330170,10,10,10
test,001330172,13,13,12
test,001490002,17,17,14
test,001490016,15,15,15
test,001490024,16,16,15
test,001490032,13,13,13
test,001490039,13,14,13
test,001490045,21,21,20
test,001490052,16,16,16
test,001490056,15,16,15
test,001490077,22,23,21
test,001490080,17,18,16
test,001490093,18,18,16
test,001490101,19,21,16
test,001490109,11,11,10
test,001490127,17,17,17
test,001490131,10,10,9
test,001490138,13,13,12
test,001490153,17,17,17
test,001490155,7,7,7
test,001490161,10,11,7
test,001490171,8,8,8
test,001570024,25,25,21
test,001570030,41,42,40
test,001570034,22,21,21
test,001570061,23,23,23
test,001570072,23,24,22
test,001570100,16,16,15
test,001570165,16,16,15
test,001570185,16,16,16
test,001570194,22,23,20
test,001570203,16,17,15
test,001570212,21,21,19
test,001570216,24,24,23
test,001570269,27,27,27
test,001570272,11,11,11
test,001570290,22,23,22
test,001570316,26,27,24
test,001570324,28,29,24
test,001570325,31,31,30
test,001570361,24,25,24
test,001570378,25,25,25
test,003060002,23,23,22
test,003060017,21,21,21
test,003060025,36,36,34
test,003060028,32,34,30
test,003060064,25,24,24
test,003060087,25,25,23
test,003060107,17,18,17
test,003060161,19,20,19
test,003060186,17,18,17
test,003060226,19,19,18
test,003060229,19,19,16
test,003060235,19,19,18
test,003060245,20,20,19
test,003060259,21,21,20
test,003060263,30,30,28
test,003060285,22,22,22
test,003060291,26,26,26
test,003060306,26,25,20
test,003060319,12,12,12
test,003060337,26,26,24
test,004570010,32,32,28
test,004570071,18,18,17
test,004570074,26,26,24
test,004570106,26,26,22
test,004570124,15,16,15
test,004570129,15,17,14
test,004570137,20,20,19
test,004570145,26,26,23
test,004570146,19,19,17
test,004570167,14,14,12
test,004570237,30,30,27
test,004570256,22,23,21
test,004570259,28,28,27
test,004570268,17,17,17
test,004570283,23,25,22
test,004570289,27,28,25
test,004570300,29,30,26
test,004570304,12,12,12
test,004570306,20,21,19
test,004570374,17,17,16
test,004610037,25,25,23
test,004610054,19,19,18
test,004610065,39,40,37
test,004610129,13,14,13
test,004610148,11,12,10
test,004610151,14,15,12
test,004610176,12,13,12
test,004610177,19,19,19
test,004610182,29,31,29
test,004610227,21,22,21
test,004610230,24,25,24
test,004610231,20,22,20
test,004610238,21,21,20
test,004610239,13,13,12
test,004610246,14,15,13
test,004610266,15,15,14
test,004610290,18,19,18
test,004610298,17,19,17
test,004610362,22,23,19
test,004610373,21,21,17
test,005630017,17,17,16
test,005630044,28,29,25
test,005630072,16,16,16
test,005630081,31,31,31
test,005630122,21,22,20
test,005630127,20,21,17
test,005630142,21,21,20
test,005630147,14,14,13
test,005630151,23,25,20
test,005630160,12,13,12
test,005630169,18,18,18
test,005630195,18,19,17
test,005630225,22,23,21
test,005630267,13,14,12
test,005630284,25,26,23
test,005630291,28,29,24
test,005630302,11,11,11
test,005630315,44,44,39
test,005630330,18,18,18
test,005630375,17,17,16
test,005670043,17,17,16
test,005670055,21,22,20
test,005670113,18,18,17
test,005670122,16,17,15
test,005670125,26,26,26
test,005670137,15,16,14
test,005670147,18,19,17
test,005670155,19,19,17
test,005670159,14,15,13
test,005670160,18,18,17
test,005670189,16,16,14
test,005670198,16,17,16
test,005670282,25,25,23
test,005670289,15,18,14
test,005670292,14,14,13
test,005670303,17,17,16
test,005670310,16,17,16
test,005670320,17,19,17
test,005670348,13,13,11
test,005670356,25,26,22
test,007360004,24,24,23
test,007360006,32,32,32
test,007360036,17,16,16
test,007360045,16,17,15
test,007360055,26,26,24
test,007360108,13,12,12
test,007360181,29,28,24
test,007360196,28,28,26
test,007360205,23,24,22
test,007360212,21,21,20
test,007360233,14,17,13
test,007360247,15,15,14
test,007360249,17,17,17
test,007360250,18,18,17
test,007360280,22,22,21
test,007360281,12,12,12
test,007360296,27,26,25
test,007360299,18,20,17
test,007360305,18,20,18
test,007360374,11,11,10
test,007650036,38,40,37
test,007650061,35,35,32
test,007650076,38,38,36
test,007650078,23,23,22
test,007650084,23,24,21
test,007650089,36,36,36
test,007650116,20,22,20
test,007650131,28,27,22
test,007650174,18,18,15
test,007650181,17,17,16
test,007650192,19,18,17
test,007650197,17,19,17
test,007650254,18,18,17
test,007650271,18,18,17
test,007650294,18,18,16
test,007650337,17,17,17
test,007650346,21,21,21
test,007650352,12,12,12
test,007650369,21,22,21
test,007650377,24,24,24
test,008110043,23,23,22
test,008110049,23,23,23
test,008110106,25,26,23
test,008110107,31,29,26
test,008110110,34,35,33
test,008110113,17,17,16
test,008110116,21,20,20
test,008110147,26,26,24
test,008110159,28,28,27
test,008110175,12,12,10
test,008110204,23,24,20
test,008110209,25,25,25
test,008110224,14,15,13
test,008110247,17,18,15
test,008110258,17,17,16
test,008110286,37,37,35
test,008110287,22,23,20
test,008110307,22,22,19
test,008110340,16,15,15
test,008110371,15,15,13
test,009810029,24,24,23
test,009810073,20,20,19
test,009810075,30,31,30
test,009810106,20,21,19
test,009810112,21,21,21
test,009810153,14,13,13
test,009810155,18,18,15
test,009810196,26,26,24
test,009810200,14,15,12
test,009810204,36,36,30
test,009810230,24,25,22
test,009810235,17,19,16
test,009810249,26,27,26
test,009810258,18,18,18
test,009810283,20,20,20
test,009810293,14,14,14
test,009810305,16,16,15
test,009810327,15,18,15
test,009810344,14,15,10
test,009810349,13,13,12
test,010300003,18,18,17
test,010300105,36,36,35
test,010300106,23,23,21
test,010300123,16,16,16
test,010300128,14,14,13
test,010300133,16,16,16
test,010300153,26,26,26
test,010300157,24,25,24
test,010300159,31,33,28
test,010300169,12,14,9
test,010300194,19,18,17
test,010300216,25,26,24
test,010300217,16,16,16
test,010300236,15,15,15
test,010300275,17,17,17
test,010300282,12,12,11
test,010300298,20,20,19
test,010300316,31,31,29
test,010300325,25,26,25
test,010300328,21,21,21
test,010370025,26,26,24
test,010370070,28,29,25
test,010370099,25,25,24
test,010370102,11,11,10
test,010370131,15,15,15
test,010370140,31,31,30
test,010370202,15,15,14
test,010370204,18,18,18
test,010370216,16,17,16
test,010370217,15,16,13
test,010370232,20,20,20
test,010370234,32,32,27
test,010370246,22,22,21
test,010370251,17,17,14
test,010370253,17,17,17
test,010370265,19,20,18
test,010370290,26,26,25
test,010370309,19,21,18
test,010370352,24,24,21
test,010370380,11,13,8
test,010390004,29,29,29
test,010390027,32,32,30
test,010390039,14,14,14
test,010390041,11,11,10
test,010390064,19,19,17
test,010390126,15,15,14
test,010390166,14,15,13
test,010390170,17,17,16
test,010390175,15,16,13
test,010390183,13,13,13
test,010390189,18,18,17
test,010390216,14,14,14
test,010390218,21,21,21
test,010390244,21,21,19
test,010390257,17,17,16
test,010390269,16,16,15
test,010390285,19,20,17
test,010390303,18,17,16
test,010390341,26,26,22
test,010390366,32,33,31
test,010460017,19,18,16
test,010460020,16,16,15
test,010460030,12,13,11
test,010460034,11,12,10
test,010460041,13,13,12
test,010460050,19,20,19
test,010460053,12,12,12
test,010460061,16,16,16
test,010460079,13,13,13
test,010460088,14,14,12
test,010460111,20,20,18
test,010460114,19,19,18
test,010460120,11,11,11
test,010460149,16,16,14
test,010460152,10,11,8
test,010460153,10,10,9
test,010460155,13,13,12
test,010460158,13,14,11
test,010460162,12,12,12
test,010500012,16,16,16
test,010500018,11,10,9
test,010500028,12,13,12
test,010500058,13,13,13
test,010500085,20,21,18
test,010500090,16,17,15
test,010500100,12,12,11
test,010500108,19,19,19
test,010500113,17,17,17
test,010500131,13,14,13
test,010500147,15,15,15
test,010500149,21,22,17
test,010500152,13,15,12
test,010500163,18,18,17
test,010500167,9,9,7
test,010610015,15,15,15
test,010610017,12,12,11
test,010610024,16,16,16
test,010610025,12,12,12
test,010610035,11,11,11
test,010610057,16,16,16
test,010610067,17,17,17
test,010610069,16,17,16
test,010610080,9,9,8
test,010610087,14,13,13
test,010610094,19,19,16
test,010610102,15,16,15
test,010610113,19,19,17
test,010610129,15,16,14
test,010610151,11,12,11
test,010610165,14,14,14
test,010610171,15,16,13
test,010750002,15,15,14
test,010750003,14,14,14
test,010750010,8,8,8
test,010750011,15,16,14
test,010750021,15,15,15
test,010750024,11,12,11
test,010750035,11,12,11
test,010750043,13,14,12
test,010750060,16,17,16
test,010750062,15,15,15
test,010750072,11,11,11
test,010750094,19,20,18
test,010750097,15,15,11
test,010750099,13,13,13
test,010750102,14,14,12
test,010750104,22,22,17
test,010750117,16,17,16
test,010750163,9,9,9
test,010750168,9,9,9
test,010760002,15,15,12
test,010760013,15,15,14
test,010760032,13,13,11
test,010760038,11,11,11
test,010760046,15,16,13
test,010760060,16,17,16
test,010760062,11,11,10
test,010760076,16,16,15
test,010760079,14,14,13
test,010760089,13,13,12
test,010760111,20,20,18
test,010760116,23,25,22
test,010760136,13,13,12
test,010760151,9,9,9
test,010760162,9,8,7
test,010760169,9,9,9
test,010990020,20,20,17
test,010990048,23,23,22
test,010990060,21,21,20
test,010990063,26,25,22
test,010990082,29,31,28
test,010990087,32,33,30
test,010990123,14,14,12
test,010990139,18,18,15
test,010990162,18,18,17
test,010990165,14,15,14
test,010990188,26,26,25
test,010990202,15,15,14
test,010990218,17,17,17
test,010990239,16,16,15
test,010990260,20,20,20
test,010990267,23,24,23
test,010990276,15,15,13
test,010990279,24,24,22
test,010990291,14,14,14
test,010990313,13,13,13
test,011090011,17,19,16
test,011090020,23,24,22
test,011090034,10,10,10
test,011090089,15,15,13
test,011090140,30,30,30
test,011090154,30,29,27
test,011090184,16,16,14
test,011090220,20,19,16
test,011090235,19,19,17
test,011090246,21,22,20
test,011090273,16,17,16
test,011090277,21,22,21
test,011090292,27,28,27
test,011090295,21,21,17
test,011090320,33,32,29
test,011090329,12,12,9
test,011090333,28,29,25
test,011090334,30,30,30
test,011090335,19,19,17
test,011090359,27,28,24
test,011350001,24,24,23
test,011350026,24,26,23
test,011350027,26,25,23
test,011350064,25,25,23
test,011350116,30,32,28
test,011350141,29,29,26
test,011350158,13,13,13
test,011350173,16,16,16
test,011350190,28,28,26
test,011350215,22,22,18
test,011350218,20,20,19
test,011350221,18,20,17
test,011350225,28,28,27
test,011350249,19,19,19
test,011350257,22,22,20
test,011350290,23,24,21
test,011350303,18,19,18
test,011350318,21,21,20
test,011350345,35,35,33
test,011350374,16,17,16
test,011560005,31,32,29
test,011560058,23,23,22
test,011560063,23,23,22
test,011560068,38,39,36
test,011560072,14,14,14
test,011560075,24,24,22
test,011560086,27,27,26
test,011560100,33,31,30
test,011560117,24,26,23
test,011560184,28,29,26
test,011560192,26,26,25
test,011560202,19,19,18
test,011560257,23,23,22
test,011560269,22,22,21
test,011560275,17,17,17
test,011560289,17,17,16
test,011560320,21,21,21
test,011560353,18,18,17
test,011560354,25,25,22
test,011560372,11,11,10
test,011810063,18,18,16
test,011810067,23,23,22
test,011810133,16,16,16
test,011810162,22,23,20
test,011810168,15,15,15
test,011810173,26,27,25
test,011810184,25,26,24
test,011810197,32,34,31
test,011810206,14,14,11
test,011810213,14,15,13
test,011810214,22,22,22
test,011810222,19,21,17
test,011810246,16,15,12
test,011810247,17,18,16
test,011810279,19,20,18
test,011810280,18,18,18
test,011810284,30,30,30
test,011810314,19,19,16
test,011810334,23,23,22
test,011810377,27,27,27
test,011860256,18,20,18
test,011860263,23,23,22
test,011860264,19,19,19
test,011860284,13,13,13
test,011860285,15,16,14
test,011860287,21,21,21
test,011860292,20,20,19
test,011860298,13,14,13
test,011860301,19,19,16
test,011860308,31,30,26
test,011860317,17,17,17
test,011860332,13,13,13
test,011860335,19,22,17
test,011860346,12,14,11
test,011860359,13,13,11
test,011860361,18,18,18
test,011860363,26,26,25
test,011860372,14,14,13
test,011860373,19,20,17
test,011860377,27,27,27
test,012280016,22,22,21
test,012280033,25,26,23
test,012280053,31,31,28
test,012280054,33,32,30
test,012280161,21,21,19
test,012280173,17,17,16
test,012280198,23,24,21
test,012280201,26,26,24
test,012280206,20,20,19
test,012280243,26,26,25
test,012280261,22,22,21
test,012280262,18,20,17
test,012280276,13,13,13
test,012280288,16,16,14
test,012280308,30,31,30
test,012280343,15,15,13
test,012280345,12,12,12
test,012280355,12,12,12
test,012280366,21,20,18
test,012280375,10,10,10
test,012920007,20,20,18
test,012920027,29,29,28
test,012920054,13,14,11
test,012920062,22,22,21
test,012920073,24,23,20
test,012920085,21,19,17
test,012920110,25,26,25
test,012920121,13,13,12
test,012920143,25,25,21
test,012920146,20,20,19
test,012920155,23,23,21
test,012920158,18,18,16
test,012920214,23,23,22
test,012920254,24,24,23
test,012920259,20,20,18
test,012920268,26,27,24
test,012920270,14,13,13
test,012920299,24,25,22
test,012920301,18,18,15
test,012920368,19,20,16
test,012930008,23,24,23
test,012930012,17,19,17
test,012930028,33,33,29
test,012930036,12,12,10
test,012930037,23,23,22
test,012930040,22,22,20
test,012930051,20,21,20
test,012930067,20,20,18
test,012930079,17,17,16
test,012930097,32,32,32
test,012930114,25,27,24
test,012930127,20,21,20
test,012930139,22,23,21
test,012930155,15,16,14
test,012930195,22,22,21
test,012930225,21,22,20
test,012930240,23,23,23
test,012930261,20,20,17
test,012930266,19,19,17
test,012930315,10,10,10
test,013340007,28,28,26
test,013340034,19,19,18
test,013340046,18,17,17
test,013340091,24,24,22
test,013340137,22,22,19
test,013340147,17,17,17
test,013340159,18,19,17
test,013340204,17,17,17
test,013340217,24,24,23
test,013340243,23,23,23
test,013340245,23,23,21
test,013340255,23,23,22
test,013340259,26,27,25
test,013340277,15,15,15
test,013340291,18,18,17
test,013340297,20,20,19
test,013340313,17,17,16
test,013340345,21,21,20
test,013340375,25,25,24
test,013340378,18,18,17
test,014040005,12,12,12
test,014040013,15,15,14
test,014040027,12,12,12
test,014040028,10,10,10
test,014040052,18,19,18
test,014040072,15,15,15
test,014040081,12,12,10
test,014040088,14,14,10
test,014040089,12,12,9
test,014040090,13,13,8
test,014040096,18,18,18
test,014040097,22,23,20
test,014040109,17,17,16
test,014040111,25,25,25
test,014040122,20,20,19
test,014040124,12,12,11
test,014040145,27,26,25
test,014040148,22,22,22
test,014040152,16,15,15
test,014040155,13,13,12
test,014080008,21,21,21
test,014080073,15,16,14
test,014080091,22,23,21
test,014080103,16,17,15
test,014080117,20,20,17
test,014080134,12,12,12
test,014080149,12,12,11
test,014080178,13,15,12
test,014080201,14,15,14
test,014080243,17,19,17
test,014080270,20,20,19
test,014080279,20,20,20
test,014080301,13,13,12
test,014080333,22,22,22
test,014080336,18,18,17
test,014080337,19,19,18
test,014080339,12,12,12
test,014080358,27,28,25
test,014080361,27,27,27
test,014080362,22,22,19
test,014200011,20,20,19
test,014200060,22,23,20
test,014200076,21,21,21
test,014200086,18,19,17
test,014200087,37,37,36
test,014200124,19,19,17
test,014200161,22,22,18
test,014200177,21,22,19
test,014200206,22,23,20
test,014200207,17,17,16
test,014200229,27,27,23
test,014200238,12,12,12
test,014200246,15,15,14
test,014200272,22,21,19
test,014200295,20,20,14
test,014200296,16,16,16
test,014200339,25,25,25
test,014200342,24,25,23
test,014200353,29,29,27
test,014200357,15,15,14
test,014220001,19,19,18
test,014220003,17,17,14
test,014220021,14,14,14
test,014220038,6,8,6
test,014220044,12,13,11
test,014220048,28,28,26
test,014220058,16,16,16
test,014220066,13,13,12
test,014220068,12,12,10
test,014220070,15,15,15
test,014220081,15,15,13
test,014220140,19,19,15
test,014220142,19,18,14
test,014220159,10,11,10
test,014220160,9,9,8
test,014220167,9,9,8
test,014650011,17,17,17
test,014650023,20,20,20
test,014650032,13,14,13
test,014650037,12,13,11
test,014650038,13,14,12
test,014650040,12,12,12
test,014650041,7,7,7
test,014650043,12,12,11
test,014650047,13,14,12
test,014650058,17,17,17
test,014650059,13,14,13
test,014650063,13,13,12
test,014650085,18,18,14
test,014650087,16,16,15
test,014650088,19,19,16
test,014650113,18,18,15
test,014650125,11,11,10
test,014650164,15,16,14
test,014690004,16,16,16
test,014690006,17,17,17
test,014690020,20,20,19
test,014690047,14,16,14
test,014690048,23,23,22
test,014690067,15,16,14
test,014690074,13,13,12
test,014690082,17,17,17
test,014690110,22,22,21
test,014690113,23,23,23
test,014690125,13,13,12
test,014690136,15,15,15
test,014690144,21,20,17
test,014690150,9,9,9
test,014690167,21,21,19
test,015010004,19,19,18
test,015010014,17,17,16
test,015010033,10,10,9
test,015010038,11,11,11
test,015010041,12,13,12
test,015010079,8,8,8
test,015010094,17,18,16
test,015010097,14,14,14
test,015010103,14,15,13
test,015010137,19,19,19
test,015010145,26,26,25
test,015010151,14,15,13
test,015010156,10,9,5
test,015010159,9,9,9
test,015010169,17,18,17
test,015010170,15,15,13
test,015020001,16,16,16
test,015020007,21,21,21
test,015020010,17,17,16
test,015020012,21,21,18
test,015020017,16,16,16
test,015020022,15,14,13
test,015020029,10,11,10
test,015020045,11,14,11
test,015020061,18,19,17
test,015020065,17,17,15
test,015020070,13,13,13
test,015020088,19,20,18
test,015020101,16,16,13
test,015020113,21,21,20
test,015020126,14,15,12
test,015020136,16,16,16
test,015020161,21,22,21
test,015020162,9,11,9
test,015030001,19,20,17
test,015030015,23,23,23
test,015030027,22,21,20
test,015030030,5,6,5
test,015030041,9,10,9
test,015030077,14,14,14
test,015030082,16,16,16
test,015030106,17,17,16
test,015030109,19,19,17
test,015030115,24,24,24
test,015030125,10,11,10
test,015030133,14,14,14
test,015030142,20,21,19
test,015030150,10,10,8
test,020020015,15,15,15
test,020020032,33,33,29
test,020020094,24,27,24
test,020020108,28,28,27
test,020020123,13,13,13
test,020020174,14,14,12
test,020020181,25,25,19
test,020020185,23,23,22
test,020020204,13,13,12
test,020020206,14,15,12
test,020020208,26,25,23
test,020020220,20,22,17
test,020020278,17,17,16
test,020020285,28,29,27
